Date,Buyer,Title
02/25/1740,"osborn, john i (hd and pnr)",life of king william
02/25/1740,"osborn, john i (hd and pnr)",mystery of vintners
02/25/1740,"osborn, john i (hd and pnr)",pocket book for all persons
02/25/1740,"osborn, john i (hd and pnr)",poems 1705
02/25/1740,"osborn, john i (hd and pnr)",sprint wedding sermon
02/25/1740,"osborn, john i (hd and pnr)",travellers companion
02/25/1740,"osborn, john i (hd and pnr)",treasury of dealers
02/25/1740,"osborn, john i (hd and pnr)",tyron essays
02/25/1740,"osborn, john i (hd and pnr)",young accomptant guide
02/25/1740,"osborn, john i (hd and pnr)",youth recreation
02/25/1740,"osborn, john ii (hd and pnr)",academy of complements
02/25/1740,"osborn, john ii (hd and pnr)",allen heart work
02/25/1740,"osborn, john ii (hd and pnr)",collier
02/25/1740,"osborn, john ii (hd and pnr)",cookery refined
02/25/1740,"osborn, john ii (hd and pnr)",disuasive from the creature
02/25/1740,"osborn, john ii (hd and pnr)",drexelius eternity
02/25/1740,"osborn, john ii (hd and pnr)",england chronicle
02/25/1740,"osborn, john ii (hd and pnr)",florist vade mecum
02/25/1740,"osborn, john ii (hd and pnr)",fortunatus
02/25/1740,"osborn, john ii (hd and pnr)",french perfumer
02/25/1740,"osborn, john ii (hd and pnr)",guide to the altar
02/25/1740,"osborn, john ii (hd and pnr)",history of portugal
02/25/1740,"osborn, john ii (hd and pnr)",history of the storm
02/25/1740,"osborn, john ii (hd and pnr)",lambert cattle
02/25/1740,"osborn, john ii (hd and pnr)",life of king william
02/25/1740,"osborn, john ii (hd and pnr)",mystery of vintners
02/25/1740,"osborn, john ii (hd and pnr)",pocket book for all persons
02/25/1740,"osborn, john ii (hd and pnr)",poems 1705
02/25/1740,"osborn, john ii (hd and pnr)",sprint wedding sermon
02/25/1740,"osborn, john ii (hd and pnr)",travellers companion
02/25/1740,"osborn, john ii (hd and pnr)",treasury of dealers
02/25/1740,"osborn, john ii (hd and pnr)",tyron essays
02/25/1740,"osborn, john ii (hd and pnr)",young accomptant guide
02/25/1740,"osborn, john ii (hd and pnr)",youth recreation
02/25/1740,"rivington, james",clavis homerica
02/25/1740,"rivington, john i",clavis homerica
02/25/1740,"ward, aaron",ben jonson plays
02/25/1740,"ward, aaron",ben jonson works
02/25/1740,"ward, aaron",celia
02/25/1740,"ward, aaron",child week work
02/25/1740,"ward, aaron",cicero orations
02/25/1740,"ward, aaron",clavis homerica
02/25/1740,"ward, aaron",curiosities
02/25/1740,"ward, aaron",don quixote
02/25/1740,"ward, aaron",experienced angler
02/25/1740,"ward, aaron",farnabii juvenal
02/25/1740,"ward, aaron",farnabii rhetorica
02/25/1740,"ward, aaron",francis bacon essays
02/25/1740,"ward, aaron",hebrew grammar
02/25/1740,"ward, aaron",herbert travels
02/25/1740,"ward, aaron",history of the world
02/25/1740,"ward, aaron",john selden works
02/25/1740,"ward, aaron",josephus
02/25/1740,"ward, aaron",juvenal
02/25/1740,"ward, aaron",leviathan
02/25/1740,"ward, aaron",lex mercatoria
02/25/1740,"ward, aaron",lucian
02/25/1740,"ward, aaron",mother blessing
02/25/1740,"ward, aaron",nomenclatura
02/25/1740,"ward, aaron","pharamond: or, the history of france"
02/25/1740,"ward, aaron",pharmacopoeia
02/25/1740,"ward, aaron",polity
02/25/1740,"ward, aaron",rushworth collections
02/25/1740,"ward, aaron",salmon dispensatory
02/25/1740,"ward, aaron",salmon doron medicum
02/25/1740,"ward, aaron",the faerie queene
02/25/1740,"ward, aaron",thousand notable things
02/25/1740,"ward, aaron",touchstone of gold and silver
02/25/1740,"ward, aaron",trader guide
02/25/1740,"ward, aaron",travels of the patriarchs
02/25/1740,"ward, aaron",trials regicides
02/25/1740,"ward, aaron",way to get wealth
02/25/1740,"ward, aaron",way to save wealth
02/25/1740,"ward, aaron",wilkins natural religion
02/25/1740,"ward, aaron",wilkins sermons
02/25/1740,"ward, john",ben jonson plays
02/25/1740,"ward, john",ben jonson works
02/25/1740,"ward, john",celia
02/25/1740,"ward, john",child week work
02/25/1740,"ward, john",cicero orations
02/25/1740,"ward, john",clavis homerica
02/25/1740,"ward, john",curiosities
02/25/1740,"ward, john",don quixote
02/25/1740,"ward, john",experienced angler
02/25/1740,"ward, john",farnabii juvenal
02/25/1740,"ward, john",farnabii rhetorica
02/25/1740,"ward, john",francis bacon essays
02/25/1740,"ward, john",hebrew grammar
02/25/1740,"ward, john",herbert travels
02/25/1740,"ward, john",history of the world
02/25/1740,"ward, john",john selden works
02/25/1740,"ward, john",josephus
02/25/1740,"ward, john",juvenal
02/25/1740,"ward, john",leviathan
02/25/1740,"ward, john",lex mercatoria
02/25/1740,"ward, john",lucian
02/25/1740,"ward, john",mother blessing
02/25/1740,"ward, john",nomenclatura
02/25/1740,"ward, john","pharamond: or, the history of france"
02/25/1740,"ward, john",pharmacopoeia
02/25/1740,"ward, john",polity
02/25/1740,"ward, john",rushworth collections
02/25/1740,"ward, john",salmon dispensatory
02/25/1740,"ward, john",salmon doron medicum
02/25/1740,"ward, john",the faerie queene
02/25/1740,"ward, john",thousand notable things
02/25/1740,"ward, john",touchstone of gold and silver
02/25/1740,"ward, john",trader guide
02/25/1740,"ward, john",travels of the patriarchs
02/25/1740,"ward, john",trials regicides
02/25/1740,"ward, john",way to get wealth
02/25/1740,"ward, john",way to save wealth
02/25/1740,"ward, john",wilkins natural religion
02/25/1740,"ward, john",wilkins sermons
02/25/1740,"ware, richard",art treasury
02/25/1740,"ware, richard",experienced fowler
02/25/1740,"ware, richard",guy of warwick
02/25/1740,"ware, richard",sportsman
02/25/1740,"wilde, allington",a bundle of myrrh
02/25/1740,"wilde, allington",accounts ready cast up
02/25/1740,"wilde, allington",aesop fables
02/25/1740,"wilde, allington",aristotle problems
02/25/1740,"wilde, allington",catalogue of fairs
02/25/1740,"wilde, allington",christ divinity
02/25/1740,"wilde, allington",clavis grammatica
02/25/1740,"wilde, allington",compendium of geography
02/25/1740,"wilde, allington",complete bee master
02/25/1740,"wilde, allington",counter scuffle
02/25/1740,"wilde, allington",crucified christ
02/25/1740,"wilde, allington",david repentance
02/25/1740,"wilde, allington",david's blessed man
02/25/1740,"wilde, allington",dictionary cole english & latin
02/25/1740,"wilde, allington",doctrine of the bible
02/25/1740,"wilde, allington",dutch fortuneteller
02/25/1740,"wilde, allington",england jester
02/25/1740,"wilde, allington",english gardener
02/25/1740,"wilde, allington",erra pater
02/25/1740,"wilde, allington",familiar forms
02/25/1740,"wilde, allington",father blessing
02/25/1740,"wilde, allington",godly man delight
02/25/1740,"wilde, allington",great assize
02/25/1740,"wilde, allington",husband instructor
02/25/1740,"wilde, allington",joan perry
02/25/1740,"wilde, allington",lithgow travels
02/25/1740,"wilde, allington",mandeville travels
02/25/1740,"wilde, allington",markham masterpiece
02/25/1740,"wilde, allington",mother blessing
02/25/1740,"wilde, allington",new years gift
02/25/1740,"wilde, allington",newest method
02/25/1740,"wilde, allington",newest secretary
02/25/1740,"wilde, allington",pious man director
02/25/1740,"wilde, allington",plain dealing linen draper
02/25/1740,"wilde, allington",plain dealing poulterer
02/25/1740,"wilde, allington",rich treasure
02/25/1740,"wilde, allington",school of virtue
02/25/1740,"wilde, allington",secretary vade mecum
02/25/1740,"wilde, allington",seven champions
02/25/1740,"wilde, allington",spelling fisher
02/25/1740,"wilde, allington",youth safety
09/20/1740,"astley, thomas","atlas geographus for europe, asia, africa and america"
09/20/1740,"astley, thomas",cluverii geographia
09/20/1740,"bathurst, charles",bibliotheca anatomica
09/20/1740,"hett, richard",clockwork
09/20/1740,"hett, richard",copies
09/20/1740,"hett, richard",scriptural catechism
09/20/1740,"hett, richard",shower eternity
09/20/1740,"hett, richard",stillingfleet letter to deist
09/20/1740,"wilcox, thomas",bibliotheca scriptorum
09/20/1740,"wilcox, thomas",castalio kempis
09/20/1740,"wilcox, thomas",charnock works
09/20/1740,"wilcox, thomas",corpus poetrum
09/20/1740,"wilcox, thomas",duke of leeds letters
09/20/1740,"wilcox, thomas",harmar catechism
09/20/1740,"wilcox, thomas",history of england
09/20/1740,"wilcox, thomas",history of europe
09/20/1740,"wilcox, thomas",history of lapland
09/20/1740,"wilcox, thomas",history of oxfordshire
09/20/1740,"wilcox, thomas",life of king james
09/20/1740,"wilcox, thomas",life of king william
09/20/1740,"wilcox, thomas",life of louis xiv
09/20/1740,"wilcox, thomas",mercantile arithmetic
09/20/1740,"wilcox, thomas",pancirollus
09/20/1740,"wilcox, thomas",philosopher lives
09/20/1740,"wilcox, thomas",plantation laws abridgement
09/20/1740,"wilcox, thomas",quintilian
09/20/1740,"wilcox, thomas",seaman vade mecum
09/20/1740,"wilcox, thomas",seat of war
09/20/1740,"wilcox, thomas",state poems
09/20/1740,"wilcox, thomas",sybilline oracles
09/20/1740,"wilcox, thomas",view of london
10/11/1740,"brindly, john",travels into persia
10/11/1740,"millar, andrew",universal history
10/11/1740,"ward, aaron",stillingfleet pieces
10/27/1740,"bathurst, charles",erasmus
10/27/1740,"chandler, richard",beauties of the english stage
10/27/1740,"chandler, richard",dorrington devotions
10/27/1740,"chandler, richard",lilly entries
10/27/1740,"chandler, richard",salmon state trials abridged
10/27/1740,"corbett, charles i",everyman his own lawyer
10/27/1740,"corbett, charles i",greave works
10/27/1740,"corbett, charles i",holt reports
10/27/1740,"corbett, charles i",salmon state trials abridged
10/27/1740,"corbett, charles i",smith sermons
10/27/1740,"curll, edmund",french imposters
10/27/1740,"hinton, john",complete affadavit
10/27/1740,"hodges, james",complete affadavit
10/27/1740,"osborn, john i (hd and pnr)",cure of deism
10/27/1740,"osborn, john i (hd and pnr)",salmon state trials abridged
10/27/1740,"osborn, john ii (hd and pnr)",cure of deism
10/27/1740,"osborn, john ii (hd and pnr)",salmon state trials abridged
10/27/1740,"slater, henry",law quibbles
10/27/1740,"ward, aaron",bohun law of tithes
10/27/1740,"ward, aaron",bohun tithing table
10/27/1740,"ward, aaron",cure of deism
10/27/1740,"ward, aaron",law quibbles
10/27/1740,"ward, john",bohun law of tithes
10/27/1740,"ward, john",bohun tithing table
10/27/1740,"ward, john",cure of deism
10/27/1740,"ward, john",law quibbles
12/01/1740,"austen, stephen",copies
12/01/1740,"austen, stephen",countess of morton devotions
12/01/1740,"austen, stephen",patrick christian sacrifice
12/01/1740,"austen, stephen",patrick devout christian
12/01/1740,"austen, stephen",patrick help to beginners
12/01/1740,"austen, stephen",patrick paraphrase
12/01/1740,"austen, stephen",patrick psalms
12/01/1740,"austen, stephen",sherlock death
12/01/1740,"austen, stephen",sherlock furture state
12/01/1740,"austen, stephen",sherlock judgement
12/01/1740,"austen, stephen",sherlock popery
12/01/1740,"austen, stephen",sherlock providence
12/01/1740,"austen, stephen",sherlock sermons
12/01/1740,"austen, stephen",stanhope parsons christian directory
12/01/1740,"austen, stephen",system with the sacrament
12/01/1740,"austen, stephen",taylor golden grove
12/01/1740,"austen, stephen",taylor life of christ
12/01/1740,"austen, stephen",taylor living and dying
12/01/1740,"austen, stephen",the penitent pardoned
12/01/1740,"austen, stephen",winter evening conference
12/01/1740,"birt, samuel",delphin terence
12/01/1740,"birt, samuel",paul scarron works
12/01/1740,"birt, samuel",week preparations
12/01/1740,"davidson, joseph",cato
12/01/1740,"davidson, joseph",delphin terence
12/01/1740,"davidson, joseph",hederici lexicon
12/01/1740,"hett, richard",dictionary chambers
12/01/1740,"hett, richard",dionysius
12/01/1740,"hett, richard",hederici lexicon
12/01/1740,"hinton, john",tatler
12/01/1740,"hitch, charles",nelson festivals
12/01/1740,"hodges, james",beveridge articles
12/01/1740,"hodges, james",beveridge prayer
12/01/1740,"hodges, james",beveridge thoughts
12/01/1740,"hodges, james",delphin horace
12/01/1740,"hodges, james",delphin ovid epistles
12/01/1740,"hodges, james",dictionary ainsworth
12/01/1740,"hodges, james",dictionary boyer
12/01/1740,"hodges, james",don quixote
12/01/1740,"hodges, james",hederici lexicon
12/01/1740,"hodges, james",keay practical measurer
12/01/1740,"hodges, james",kennett antiquities
12/01/1740,"hodges, james",leusden compendium
12/01/1740,"hodges, james",medulla historia
12/01/1740,"hodges, james",stanhope st. augustine meditations
12/01/1740,"hodges, james",vertot roman revolutions
12/01/1740,"manby, richard",lowthorp abridgement
12/01/1740,"millar, andrew",wood institutes of the civil law
12/01/1740,"pemberton, henry",nelson festivals
12/01/1740,"pemberton, john ii",nelson festivals
12/01/1740,"rivington, charles i",medulla historia
12/01/1740,"rivington, charles i",stanhope parsons christian directory
12/01/1740,"rivington, james",medulla historia
12/01/1740,"rivington, james",stanhope parsons christian directory
12/01/1740,"rivington, john i",medulla historia
12/01/1740,"rivington, john i",stanhope parsons christian directory
12/01/1740,"robinson, jacob",hederici lexicon
12/01/1740,"shuckburgh, john",delphin horace
12/01/1740,"shuckburgh, john",delphin virgil
12/01/1740,"shuckburgh, john",paul scarron works
12/01/1740,"ward, aaron",ambrose works
12/01/1740,"ward, aaron",anderson reports
12/01/1740,"ward, aaron",antiquities
12/01/1740,"ward, aaron",arithmetic hodder
12/01/1740,"ward, aaron",bacon essays
12/01/1740,"ward, aaron",ben jonson plays
12/01/1740,"ward, aaron",burnet abridged
12/01/1740,"ward, aaron",burnet articles
12/01/1740,"ward, aaron",burnet reformation
12/01/1740,"ward, aaron",church history of aethiopia
12/01/1740,"ward, aaron",cicero orations
12/01/1740,"ward, aaron",clavis homerica
12/01/1740,"ward, aaron",conant sermons
12/01/1740,"ward, aaron",croke reports
12/01/1740,"ward, aaron",dictionary cole english & latin
12/01/1740,"ward, aaron",dictionary littleton
12/01/1740,"ward, aaron",don quixote
12/01/1740,"ward, aaron",drexelius eternity
12/01/1740,"ward, aaron",dugdale baronage
12/01/1740,"ward, aaron",dugdale lucian
12/01/1740,"ward, aaron",dugdale origine juridiciales
12/01/1740,"ward, aaron",evelyn silva
12/01/1740,"ward, aaron",francis beaumont & john fletcher plays
12/01/1740,"ward, aaron",herbert travels
12/01/1740,"ward, aaron",history of ceylon
12/01/1740,"ward, aaron",history of peterborough
12/01/1740,"ward, aaron",hudibras
12/01/1740,"ward, aaron",isocrates
12/01/1740,"ward, aaron",jones reports
12/01/1740,"ward, aaron",leonard reports
12/01/1740,"ward, aaron",leviathan
12/01/1740,"ward, aaron",life of laud
12/01/1740,"ward, aaron",life of rochester
12/01/1740,"ward, aaron",lives of the fathers
12/01/1740,"ward, aaron",lucian
12/01/1740,"ward, aaron",modern reports
12/01/1740,"ward, aaron",pastoral care
12/01/1740,"ward, aaron",patrick heart ease
12/01/1740,"ward, aaron",polity
12/01/1740,"ward, aaron",preambulation of kent
12/01/1740,"ward, aaron",rushworth collections
12/01/1740,"ward, aaron",sprat royal society
12/01/1740,"ward, aaron",stanhope kempis
12/01/1740,"ward, aaron",tracts against popery
12/01/1740,"ward, aaron",tully of thoughts
12/01/1740,"ward, aaron",valentine devotions
12/01/1740,"ward, aaron",venus and adonis
12/01/1740,"ward, aaron",wanley wonders
12/01/1740,"ward, aaron",weights and measures
12/01/1740,"ward, aaron",wilkins natural religion
12/01/1740,"ward, aaron",wilkins sermons
12/01/1740,"ward, aaron",willoughby of birds
12/01/1740,"ware, richard",sherlock death
12/01/1740,"ware, richard",sherlock furture state
12/01/1740,"ware, richard",sherlock judgement
12/01/1740,"ware, richard",sherlock popery
12/01/1740,"ware, richard",sherlock providence
12/01/1740,"ware, richard",sherlock sermons
